,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
helped,0.00016379356196128688,0.00024055968655783145,8.845068911080052e-05,0.00045075256634286964,9.387849604069533e-05
helpful,2.1365360352583274e-06,0.0002512366821655613,0.0002451410789761784,0.0003500705402386711,0.00023302422246463205
helps,0.00043894203641299697,0.0005666552200266141,0.0003432000412648604,0.0006078387052233378,0.0014096878077926832
hid,2.0539026326354502e-06,0.0011188877464426976,2.037184310896599e-06,1.6965096919827732e-06,2.3994191752184757e-06
high,0.0016169800983637263,0.002111659443798856,0.0015991817424546937,0.002564568799151038,0.0014204855883659633
higher,0.00024539685673804666,0.00041718337030670875,0.0007682150734913966,0.0007823202831948355,0.0003802430525521305
highly,0.0019333528533381356,0.0014538010809865773,0.0011524785676585501,0.00174550004223057,0.0014702518708401059
highway,2.0690262507052034e-06,0.0002561255939685043,2.0868600703633882e-06,0.00067452614044259,2.4224818021625413e-06
hilift,2.046999037864867e-06,0.00036748540142431384,2.035043538439486e-06,1.6914768951654503e-06,2.4072753033096254e-06
hit,0.00025585740067535353,0.00045672094263149004,0.00020342232355825973,0.00023892737440914854,0.0002558570106508538
hitch,2.0481728396352124e-06,0.0027542974503601673,2.037801953878759e-06,1.7047069070640962e-06,2.406596168695652e-06
hold,0.00011498023431004287,0.00341008612696477,0.0004728800481154944,0.0004156779512917772,0.0020970205715323135
holder,2.9741091753204473e-05,0.00046561133573868837,0.0005386184491742622,0.00010822271082144467,3.024507516928888e-05
holding,7.771118645053409e-05,0.0007437510614303092,0.0005574685969906522,0.00021370753385651045,0.0005686572303855508
holds,0.0002282360554014362,0.001092638384011302,0.0001924766057303428,0.00023781450657333418,0.0010613144230325173
hole,2.05808538041268e-06,0.0018420959095921349,2.079908081856283e-06,0.00019145886887602002,2.4430759283220033e-06
holes,2.0527000537409683e-06,0.0018733104865741482,2.0714602529993856e-06,1.7201517266872671e-06,0.0001644056937782945
home,0.00018754334128770505,0.0004953784997229332,0.0014670345744067404,0.0005312402429461663,0.0015572147758594246
honda,0.00023897074973717937,0.0004656142567312894,0.0001217691967569271,0.0030309472376789997,2.42581128131737e-06
honest,0.00015481970356935894,0.00012865155233084767,2.0715056717095984e-06,0.0001777848138883445,0.0001227444184332683
honestly,0.00039654196730288713,9.17684902439372e-05,9.838317349386051e-05,0.00022642232359541492,2.46350947848263e-06
honey,2.064871349400855e-06,1.2630148707645734e-06,2.0316984484505273e-06,1.6950194064755492e-06,0.0006855613664596033
hood,0.000985893268861018,0.0006469362543923741,0.0006717341290808564,7.665613743768495e-05,0.0001190373985801995
hook,2.0807510485461833e-06,0.000777011859300937,0.0019833747377221165,0.0004756886092753468,2.419228111502836e-06
hooked,5.9858394547790396e-05,1.3073273086633584e-06,0.0015088645019451256,1.724167420023612e-06,2.4227395559486525e-06
hooks,2.412866772049701e-05,0.0005375251589655683,8.23615093972627e-05,1.7181260521772952e-06,2.4180951932910524e-06
hope,0.00019005257430309178,0.0007514666034477205,0.0003300849778349518,0.00046844849528576807,0.000317285241896016
hopefully,0.00017563517386938598,0.00036080736183285853,9.271259073121056e-05,0.0002997111070895981,3.699395131067601e-05
hoping,0.00019746582648347104,0.00032201024283555956,0.00012369319007498174,0.00023431823046631117,9.331082908799831e-05
horn,2.0452440547386634e-06,1.2850690446276276e-06,0.0016374882363103397,1.7037323262509446e-06,2.3996067602382647e-06
horns,2.047000329573242e-06,1.2805109402929988e-06,0.0010686250280375282,1.6967747419182366e-06,2.40403703270757e-06
horrible,0.0001440256040748616,8.858024290667018e-05,2.6016789122005587e-05,0.00011932345256630614,0.00013428911494070534
hose,2.078801357464346e-06,1.2814081874784043e-06,0.008389582551059146,1.7245719073976888e-06,0.0014085519503326328
hoses,2.070176525431249e-06,1.2799166040052915e-06,0.0010602138256261056,1.7324156754407967e-06,0.00018005399505491694
hot,0.00032029180634826214,0.00038763561753503314,0.001802408737853852,0.00024361330551989953,0.0016304035120581956
hour,0.0008467381001274157,0.0003571595292874651,0.0006107318817507175,0.0002476114205386917,2.459092494023488e-06
hours,0.0011948753335513946,0.00017201260874793312,0.001964313596546868,0.00014376086846942546,0.00022202634642923174
house,2.076656112225695e-06,6.292420148329218e-05,0.0007437603158591372,9.800985130032463e-05,0.0018340382989016568
household,2.0578076473903584e-06,1.269005673557965e-06,0.00015912000743460069,1.6949990403419989e-06,0.0006799992395472519
housing,2.054067652986053e-06,0.0005892197139516622,3.459976022146162e-05,0.00047214557890954274,2.4217449654035654e-06
huge,0.0005155924883281557,0.0006302373695532762,0.00020999333148777593,0.0005718223165222144,0.0004725093082344875
husband,0.00010387069415183856,0.00017790088500402554,9.190213677308376e-05,0.00016309313824228294,0.00024354716387440845
ice,0.0006447685446483562,1.2725419308001568e-06,2.065870190041649e-06,0.0009430593338894435,0.0020247983631554493
icon,2.0466387542932053e-06,1.2660882402206361e-06,2.057609453596285e-06,0.0008212892683581768,2.4004307869832977e-06
id,0.0011569222432458884,0.0009463318117898909,0.0005740885597940202,0.0009733207347973454,0.001202013417278684
idea,0.00034162354096491505,0.000846908242559839,0.0005941430614292627,0.00034685662302962376,0.00046660538621360893
ideal,0.00012706015087264515,4.3272053306398495e-05,0.00023057783326628706,5.853381117672087e-05,0.0003247659989818266
identical,5.8644690146609244e-05,0.0002265743825213632,0.0001000944481143579,0.00029662695012582955,2.9057873955115623e-05
idle,2.0508047325303008e-06,1.2690986873322034e-06,0.00018590082514161136,0.0005500626106737063,2.403042060801216e-06
ignition,2.0490716057909236e-06,1.2861384443597865e-06,0.0007333058891848459,1.7426432950451908e-06,2.4322509385767207e-06
ii,2.4235863221507567e-05,5.805478188646945e-05,2.1995718154754536e-06,0.00037250430701040886,4.9558207234976116e-05
ill,0.0013274004728543694,0.0011942007258632225,0.0002686010381082236,0.0014859834533385268,0.00033272169553664387
im,0.0033323819886071355,0.0038879800426316513,0.0025382759986042366,0.0039456253497125865,0.0026914545033118638
imagine,0.00022069429770873295,0.0002672324778021482,0.00013627059029036771,0.00012270169005903716,0.0002775907940798508
immediately,0.000307130325555317,0.0002295156695491812,0.00021134233013925328,0.00047888817136908604,0.00020539645855037006
impact,7.61550125676028e-05,0.0003629380229746784,6.77287320933756e-05,1.7260122122353376e-06,2.4281882930523302e-06
important,0.0005653059568593145,0.00021351987636531705,0.0005332838869428399,0.0003371565753376658,0.00036560243996593654
impossible,1.4458163198834937e-05,0.0003250511584240932,2.1014005950075937e-06,1.7620904738220411e-06,0.00028397514729945253
impressed,0.0008360177124931074,0.00036766720948298046,0.0002346975705843349,0.0002764488729505671,0.0003379244399723926
impressive,0.0003211811773777268,4.3401669928806785e-05,0.00013038804410544157,7.32253742632505e-05,2.5773646555239215e-06
improve,0.00019522848609814753,0.00014068577672818425,2.0366342892471515e-05,0.0002426127536748063,0.0001547377767840463
improved,0.00016197942372351662,0.00016265154438509997,2.1353755726953287e-06,0.0004231571800896804,6.125761769420775e-05
improvement,0.00030255101121284394,0.00040698774358363996,2.0775995987652975e-06,0.0007566574417309561,2.4610393092217033e-06
incandescent,2.0471787220034798e-06,0.00048743904137526296,2.070805088572151e-06,1.692677763407171e-06,2.399224331847659e-06
inch,0.0002754012564422481,0.0012663994684937434,2.0755398087072457e-06,0.0005951031610792106,0.00014233756276534274
inches,8.10009398412575e-05,0.0008385138133542216,0.00010401313981195438,0.00020556195104237782,0.0003561834841590485
include,0.0002487490053313178,0.00016252263726228554,0.00030779376572222917,0.00016417629974642688,2.4679423169655264e-06
included,0.0008372244416709296,0.0008592926369083732,0.0013134516647667076,0.000515828414299839,0.00018811443011180383
includes,0.00037729824664641925,8.456185617046392e-05,0.0003830643988740736,0.00022639723927345528,2.489388200529605e-06
including,0.0003462925041420417,0.00015876377032886615,0.0005565848074503909,0.0005471798076488402,0.00029298036560910373
increase,6.546628673595391e-05,0.0001378990225838446,0.00012023580780919957,0.0006482195638486025,2.496637948704789e-06
indicator,2.0624866391503412e-06,1.12432846907459e-05,0.0006403299097663876,0.0006149948051560567,2.411291308486326e-06
inexpensive,0.00014317887051191937,0.00037481692544591666,0.00045886769643845943,0.0003825519795646407,0.00020608005161988144
inflate,2.0466156026708557e-06,1.2722548709202908e-06,0.0007537370815802084,1.692155542262701e-06,2.3982556194102134e-06
inflator,2.0455884879201677e-06,1.2709854874154199e-06,0.0008654839656452901,1.6913904681770898e-06,2.3983603769299783e-06
info,2.0781906258942873e-06,5.578279353030415e-05,0.000211180061478341,0.0002448009168202689,2.428283665646968e-06
information,2.0601848618268365e-06,1.283473748686135e-06,0.0002822884338588543,0.0008416282113266335,2.4353276014863937e-06
initial,0.0001332265747840835,4.114897187526266e-05,0.0001839698370342039,0.00018949014986330124,0.00015484331638565308
initially,6.81844904259404e-05,0.00010131794152915223,0.0002168624527655013,3.9576057983076946e-05,0.0002068106968282813
insert,2.103123635141082e-06,0.000524601959700302,3.154712981797559e-05,0.0001955810333015813,0.0001014198225340905
inside,9.412684367746315e-05,0.0017232308166927482,0.001089428086030269,0.0006481696931335294,0.002636122249910218
install,2.050436897891786e-06,0.006505251817823936,6.038396999956036e-06,0.003225876260208183,2.4154437285722927e-06
installation,2.0514034613778615e-06,0.001764962307184944,1.3896350913272717e-05,0.0015354397536287102,2.4182966988276557e-06
installed,2.0525525292343347e-06,0.004190956821352007,0.0007304947585552447,0.0024501636209329943,2.421311269800808e-06
installing,2.0563079913646816e-06,0.0009953388422885823,2.0710845452349853e-06,0.0006824057952414882,2.4401680489246738e-06
instead,0.0006277039728168725,0.0009110703844742917,0.0008545168154050941,0.0008933007405577056,0.0007849552559881707
instruction,2.1505852466199767e-06,0.00010432226724135996,0.00018766441225121335,0.0001586295295301814,4.81987049855534e-05
instructions,0.0016057368806370687,0.0013198360592377363,0.0009170717069109417,0.0015863117888484687,0.00010707660049971782
intake,2.0657405710398528e-06,1.286692980857627e-06,5.746328945947372e-05,0.0007328587253635491,2.4741190013428226e-06
intended,0.0002630992728903962,0.00043268266216522623,0.00043931352208503274,0.0001506222196235038,0.0003676626794378368
interior,0.0016662709763469081,0.0005496948454638468,2.0550741214504e-05,1.70653795508222e-06,0.002058768504606326
internal,2.0956271255777475e-06,5.082063767354348e-05,0.00038422115821096497,9.654959785707807e-05,5.390691477892995e-05
inverter,2.0454723206818506e-06,1.2643389385944519e-06,0.003669229688401364,1.690486816225199e-06,2.3976386610048125e-06
investment,4.0406139922616195e-06,9.410876046705348e-05,0.0003097491438110543,8.349558374104865e-05,0.00047137738569834987
isnt,0.0010668724854604424,0.001228096813521116,0.001070960555474882,0.0007039366837926203,0.0010480180261416114
issue,0.00019719576786246282,0.0009091338536375865,0.0010397373888535494,0.0011555760766866145,0.00030715071476340906
issues,0.00022308263660811322,0.0008828087970433884,0.0010179935227685826,0.001543907186360529,0.0001851392857342893
item,2.0981729154593856e-06,0.0025516240029015763,0.0018729349719951724,0.000982285964302752,0.0012953566089352652
items,2.118948561934023e-06,0.0007313973298160685,0.0007478675961463163,0.0001626116843767439,0.0014035109242255385
iti,0.00016814387273064762,0.0001301836930121869,0.0001135133555953571,0.00012044826783714928,5.4059618587320004e-05
itll,0.00020213259553469835,0.00016026239907035715,2.071796154566408e-06,0.00017540479890124034,0.00014250257816287272
ive,0.0051396112626561985,0.001818845127397853,0.002827911296652495,0.005834732904997767,0.003960377084418438
jack,2.049480851067207e-06,0.0042129064585045865,2.0525171039915323e-06,1.7011572239255703e-06,2.4034966781528267e-06
jacket,2.057756401114846e-06,1.3018677486775712e-06,1.810742434332152e-05,1.7004602273419037e-06,0.0006665206235743049
jacks,2.048844710200405e-06,0.0012830630032554227,2.039510762685141e-06,1.6944711941433393e-06,2.4013635220254546e-06
jb,2.050739983438481e-06,1.2741204947718632e-06,2.034662541075749e-06,1.6947209302895838e-06,0.0008413701463632323
jeep,2.0810303407264646e-06,0.004616976846026135,2.0534175228106312e-06,1.7235315196322084e-06,2.4247616839461367e-06
jk,2.0496753003596305e-06,0.0005884730108898638,2.039715454538641e-06,1.7067886187865515e-06,2.404647387309731e-06
job,0.0037746434011163973,0.0016810637919134877,0.0012921001089643749,0.002699295801567288,0.008162156722395416
jobs,0.000146360822026143,7.80684784389864e-05,0.00012004781521899077,1.7127390364172921e-06,0.0008905825296961217
jug,0.00012889146098799228,1.267195030525025e-06,2.0746292226961386e-06,0.0004713735938921086,2.454364104231136e-06
jump,2.056878353682028e-06,1.2698764115576236e-06,0.0016476720798135466,1.6934740306235147e-06,2.399402023226295e-06
jumper,2.0463673347397256e-06,1.2668854555386045e-06,0.0006826368307534417,1.6923457341598353e-06,2.3979385756320655e-06
junk,0.00013052633018276595,0.00026829824659318504,0.00021769925207740557,0.00029665496395049655,2.4750674324074447e-06
keeping,0.00030902481855174643,0.00027983813351467287,0.0009506874980056345,0.00010058585084144932,0.0013780294809960316
keeps,0.00045005459204173505,0.0009198182926677383,0.0010863620654041344,0.0001947209030336603,0.001334379906189115
kept,0.0002583056984577574,0.0003740354765838973,0.0006616565345703964,0.0003252150627372721,0.00020233930951445975
key,0.00018931907527472403,0.0012986375846485221,0.0005672192483353929,5.7273517244193906e-05,2.464844206426762e-06
kids,8.554514202658477e-05,0.000288122757911243,0.00017457687632221926,1.699923600019947e-06,0.00019917723291940976
kind,0.0004879954694201576,0.0007234202270079043,0.0005037170441621924,0.0006342464433209674,0.0008037949470316182
kinda,2.083012982954302e-06,0.00023271765376140665,2.0871004283816287e-06,0.00010584415694048968,0.00021825330233394695
kinds,3.1486800270550514e-05,3.8778932584461505e-05,8.125634601342411e-05,0.00015314478078159627,0.00027155593919818725
kit,0.006878173358471809,0.002147252472357744,0.0005473032790260613,1.7337893642103411e-06,2.446431900001438e-06
kitchen,2.06710719965643e-06,1.2847587700384978e-06,2.056293938224449e-06,1.6977954634870815e-06,0.0012248488720093536
kits,0.0005025912754892891,0.0002816367239021558,2.053230741486976e-06,3.2468308267466846e-05,2.4154441074982784e-06
kn,2.050778364049933e-06,1.264346185517753e-06,2.033422232201562e-06,0.002638007312082594,2.4059715345631094e-06
knew,2.137906099856788e-06,0.00016741608563005243,0.00021397703574819256,0.0002724587876991715,0.00023934488177471122
knock,5.899936370801872e-05,0.0001202569497473573,2.058146651529882e-06,0.0003107251751195117,2.508998538407143e-06
know,0.0017075787407344611,0.0022824619077490404,0.002694750622584073,0.0032482502643815165,0.0019398433607281215
knowing,4.171582549097747e-05,0.00020914466039997993,0.00018481594702392685,0.0002089671855325416,2.2466953824081056e-05
