,asin,Category,Clean_Reviews,predicted
284,B0001L0DFA,Auto,every one hose nozzles ive failed years except one one ive left back winter survived freeze thaw snow ive left two winters snow ice attached hose still works great plus functions well worst thing say tricky fit car wheel wells but thats fine functional nozzle supposed year yearedit two nozzles one still stays outside winter still work perfectly,Topic 5
285,B0001L0DFA,Auto,basically pressure wash muddy atv worked surprisingly well nothing pressure washer but turn water got hoped little power high pressure setting but cant really expect much guessi dont know often ill maybe playing son but gentle soak spray much wider useful hose without nozzlei would say best features ability shut going either direction even not much powerful typical nozzle no holding handle holding finger hose get pressure feels last long time,Topic 5
286,B0001L0DFA,Auto,different hoses totally different results typically light duty pocket hose wash car since easier tote around but doesnt flow nearly enough pressure nozzle switched standard rubber hose night day nozzle needs highvolume hose function properly build quality second none but knocked star nozzles work fine light duty hose,Topic 5
287,B0001L0DFA,Auto,cheap store garden hose nozzles gave ghost summer leaked sprayed every angle except desired one one wouldnt shut cheap chinesemade junk read reviews bonaire original ultimate sounded take nycs famous original rays pizza however cheap enough took chance immediately hooked far could want garden hose nozzle turn turning left right spray patterns go gentle waterfall direct stream stops cant tell long last but looks feels well made give starsit could stars but darn made china fairlypriced chinesemade notjunkthe loss star no reflection china disappointment dont hose nozzle good made usa sticker,Topic 5
288,B0001L0DFA,Auto,brother purchased one trade show almost double sells saw one thing put together well quality parts good fit finish water pressure using probably allow roll small dog cat driveway not but youd able operation smooth comfortable hand made china,Topic 5
289,B0001L0DFA,Auto,didnt hose nozzle much reviewers price expecting amazing nozzle heavy sturdy looks durable but not selection spray patterns compared hose nozzles home improvement stores rubber areas comfortable hang tothis would great washing car big jobs hosing pool screens but watering potted plants trees nozzle puts much water creates splashing,Topic 5
290,B0001L0DFA,Auto,773rd review im guessing not first one youve read safe assume already know enough works may not lot information add except fact ive nozzle least five years im not sure exactly bought but definitely no later ive consistently time washing car hosing patio pool washing dog cleaning pool filter etc etc heavyduty enough drop concrete lands dull thud thick rubber ring around end years abuse havent affected slightest stream selection rotating outer ring still smooth day bought itbeing able turn either end rotation nice feature less messing youre done using intended another one hose back house but instead ive switching one back forth necessaryif youre looking reviews youre interested buying one else would get one worth money,Topic 5
291,B0001L0DFA,Auto,nozzle exactly describe write ups variety water patterns full soaking hard steady stream expect water come hose full throttle unless reduce manually first attempt small diameter hose not best nozzle uses standard hose small diameter would not permit pressure buildup inside hose therefore exit water much smaller volume standard hose no big thing standard hose nozzle would best take stream second story house no problems stream not great would least got thusly making nozzle super getting upper windows next placed nozzle front hose end sprayer test ability handle liquid weeder fertilizer detergent far better nozzle comes hose end sprayer old happy gardener comparing price unit available sprayers similar quality would go cheaper ones made metal not plastic however plastic sprayers not bad one heckuva lot cheaper almost nozzle not perfect job specifically want also truck clean decent job except effort preserve water something pain screw nozzle time want cut water fact doubtful nozzle see vehicle washing,Topic 5
292,B0001L0DFA,Auto,hose nozzle lets amazing amount water looks could survive nuclear blast im extremely impressed build quality functionality washing dogs carwith old nozzle would take long time wash soap dogs hair nozzle initial gush water takes almost soap away leaving squeaky clean goes rinsing soap carits hard imagine excited hose nozzle but thing awesome,Topic 5
293,B0001L0DFA,Auto,must excellent water pressure volume good hose highly recommend,Topic 5
294,B0001L0DFA,Auto,reading many reviews expectations probably high many purchasers made thing sound sprinkles water fountain youth pressures rival old faithfulit well made last many years sprays water prett much hose nozzle ever quality but not understand raves,Topic 5
295,B0001L0DFA,Auto,im sure love really love go soso people herefor years fan little brass tipstyle nozzles but sudden cant find isnt way worksthe pressure bonaire doesnt compare little guys not mention price get water bonaire but not great pressure experienced little tipstyle sprayers consider house average pressure not greatest but not low figured great reviews would work hose disappointed no doubt quality looks last forever surprised large actually maybe something lack pressure sure but certainly would not consider dream nozzle least maybe works charm homes high pressure would not recommend us average low pressure unless want spayer gives lots water soso pressure,Topic 5
296,B0001L0DFA,Auto,solid piece equipment dont think ill ever garden variety hose head anymorewow wrote review hose headthat saying something,Topic 5
297,B0001L0DFA,Auto,got nozzle try different nozzle different reasons never enough nozzles hoses works well puts great pressure feel something getting cleaned instead soaked,Topic 1
298,B0001L0DFA,Auto,not replacement amazing griots garage one but also 5th price works well takes abuse seems built last,Topic 5
299,B0001L0DFA,Auto,good nozzle allows good amount control water spray pattern ranging wide fan delivering low pressure water stream high pressure narrow stream perfect cleaning cars using medium fan water get car wet rinse soap high pressure spray remove road grime wheels underside good watering plants using fan end selector range get right actually get mist toothe thing nozzle missing quick onoff mechanism turn rotating front one end mechanism select spray pattern design improvement original position one end spray selectionthe rubber coated aluminum design sturdy last years last one reason replace last one mistake left attached hose years either hard water electrolysis caused become permanently stuck brass end hose got damaged tried remove lesson learned remove hose not regular,Topic 1
